mention_id	volume	host_xml_id	host_person_id	host_heading	surname_token	mention_name	verdict	method	resolved_hub_id	resolved_heading	candidate_hub_ids	candidate_headings	candidate_scores	family_cluster	chips	gold_hub_id	gold_agrees	sentence
M-volume6IIIorg-NOXID-מיכאלעסקאָ-001	6	facs_170_tr_1747825074	P-6-facs_170_tr_1747825074	טשערטאָוו, אַלעקס	מיכאלעסקא	מיכאלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		פֿאַר מיכאלעסקאָס טעאַטער צו די פּיעסן
M-volume_2IIIorg-NOXID-מיכאַלעסקאַן-000	2	facs_216_tr_1744280686	P-2-facs_216_tr_1744280686	מאַכאַראָווסקי, משה-דוד	מיכאלעסקאן	מיכאַלעסקאַן	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male|year:1914			1914 — מיט מיכאַלעסקאַן איבער דער פּוילישער פּראָווינץ
M-volume7IIIorg-NOXID-מיכאַלעסקאָן-000	7	facs_36_r_2	P-7-facs_36_r_2	טאַליני, נינאַ [ווינאָקור]	מיכאלעסקאן	מיכאַלעסקאָן	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male			זי האָט באַקומען אַ ראָל אין אַ יידישן פֿילם מיט מיכאַלעסקאָן
M-Volume_4IIIorg-NOXID-מיכאָעלס-000	4	facs_131_tr_1754224982	P-4-facs_131_tr_1754224982	הררי, עזרא [בלומבערג]	מיכאעלס	מיכאָעלס	RESOLVED	unique_candidate	HUB-D2470	מיכאָעלס, ס. מ. [שלמה וואַפּסי]	HUB-D2470	מיכאָעלס, ס. מ. [שלמה וואַפּסי]	0.3	0	gender:male			נאָך אַלס קינד באַווירקט פון זיין ברודער משה און דעם שפּעטער-באַרימטן סאָוויעטיש-יידישן שוישפּילער מיכאָעלס שפּילן אין העברעישע ליבהאָבער-פֿארשטעלונגען
M-volume6IIIorg-NOXID-מיכאַעלס-000	6	facs_108_r_4	P-6-facs_108_r_4	אַבראַמאָוו, באָריס [פּיינלאַנד]	מיכאעלס	מיכאַעלס	RESOLVED	unique_candidate	HUB-D2470	מיכאָעלס, ס. מ. [שלמה וואַפּסי]	HUB-D2470	מיכאָעלס, ס. מ. [שלמה וואַפּסי]	0.3	0	gender:male|year:1928			אין 1928 ברענגט א. קיין בעלגיע דאָס „מאָסקווער יידישע מלוכה טעאַטער“ (צווישן אַנדערע: מיכאַעלס, זוסקין און רעזשיסער גראַנאָווסקי)
M-volume7IIIorg-NOXID-מיכאָעלעס-000	7	facs_75_r_1	P-7-facs_75_r_1	קאָווענסקאַ, עטל	מיכאעלעס	מיכאָעלעס	RESOLVED	unique_candidate	HUB-D2470	מיכאָעלס, ס. מ. [שלמה וואַפּסי]	HUB-D2470	מיכאָעלס, ס. מ. [שלמה וואַפּסי]	0.3	0	gender:male	HUB-D2470	1	ש. מיכאָעלעס האָט איר פֿאַרטרויט אַזאַ ראָל ווי רייזל ספּיוואַק אינם ספעקטאַקל ״בלאַנדזשענדע שטערן״
M-volume_2IIIorg-NOXID-מיכל-000	2	facs_385_tr_1744366798	P-2-facs_385_tr_1744366798	עטינגער שלמה (דר.]	מיכל	מיכל	RESOLVED	unique_candidate	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	HUB-D696	שאַרקאַנסקי, אַברהם מיכל	0.3	0	gender:male	HUB-D696	1	אין 1862 האָבן דעם מחברס זיין, מיכל און יעקב, באַקומען פֿון דער צענזור אַ דערלויבניש צו דרוקן זייער פֿאָטערס ווערק
M-volume6IIIorg-NOXID-מילטאָן-000	6	facs_185_tr_1747825159	P-6-facs_185_tr_1747825159	אייסען אַברהם, דר.	מילטאן	מילטאָן	RESOLVED	unique_candidate	HUB-D2482	מילטאָן מ. און י	HUB-D2482	מילטאָן מ. און י	0.05	0	gender:male|gender-mismatch	HUB-D2482	1	ער האָט איבערגעזעצט... לידער פֿון מילטאָן
M-Volume_3IIIorg-NOXID-מיליך-000	3	facs_89_tr_1753268336	P-3-facs_89_tr_1753268336	פזשיגאָדאַ, [?]	מיליך	מיליך	AMBIGUOUS	low_margin			HUB-D2472|HUB-D2473	מילך, יעקב|מיליך, זקן	0.3|0.3	0	gender:male	HUB-D2473		פּראָווינץ-אַקטיאָרן פלעגן אין לאָדזש אַלעמאָל פֿאַרפֿאָרן אָדער צו מיליכן אָדער צו פ.'ן
M-volume_2IIIorg-NOXID-מילנער-001	2	facs_48_r_2	P-2-facs_48_r_2	טיימאַן, משה	מילנער	מילנער	AMBIGUOUS	low_margin			HUB-D2480|HUB-D2481	מילנער מאַרקאָ (מאַרעק)|מילנער, מוישע	0.3|0.3	0	gender:male	HUB-D2481		"אַריינגעטראָטן אין דער דראָמאַטישער סעקציע פֿון „הזמיר“ א""ל פֿון מילנער"
M-volume6IIIorg-NOXID-מילנער-000	6	facs_648_tr_1747930316	P-6-facs_648_tr_1747930316	וועליטשאַנסקי, ישראל	מילנער	מילנער	AMBIGUOUS	low_margin			HUB-D2480|HUB-D2481	מילנער מאַרקאָ (מאַרעק)|מילנער, מוישע	0.3|0.3	0	gender:male	HUB-D2481		אָדער ווי מילנער האָט עס קאָמפּאָנירט
M-volume_2IIIorg-NOXID-(היימאַן ?] מילער-000	2	facs_269_tr_1744280809	P-2-facs_269_tr_1744280809	מילער היימאַן (?)	מילער	(היימאַן ?] מילער	AMBIGUOUS	low_margin			HUB-D2474|HUB-D2475|HUB-D2477|HUB-D3457|HUB-P-4-facs_662_tr_1755029947|HUB-D2152	מילער, בוזי|מילער הערי [הערש מאָלעטץ]|מילער היימאַן (?)|מילער דזשעימז אַלבערט|דזשוליוס און בערטאָ מילער|קרויזע מילער, לאה [לויפלאַנד]	0.3|0.3|0.3|0.3|0.3|0.05	0	gender:male|gender-mismatch	HUB-D2152		יידישע מלחמה בלות, צייט-בילד אין 4 אַקטן פֿון נ. ראַקאָוו און (היימאַן ?] מילער
M-Volume_3IIIorg-NOXID-מילער-000	3	facs_400_tr_1755856074	P-3-facs_400_tr_1755856074	פֿרידמאַן, רובין (מאיר רובין]	מילער	מילער	AMBIGUOUS	low_margin			HUB-D2474|HUB-D2475|HUB-D2477|HUB-D3457|HUB-P-4-facs_662_tr_1755029947|HUB-D2152	מילער, בוזי|מילער הערי [הערש מאָלעטץ]|מילער היימאַן (?)|מילער דזשעימז אַלבערט|דזשוליוס און בערטאָ מילער|קרויזע מילער, לאה [לויפלאַנד]	0.3|0.3|0.3|0.3|0.3|0.05	0	gender:male|gender-mismatch	HUB-D2152		"„דער פלאַם"" פֿון מילער"
M-Volume5IIIorg-NOXID-מילער-001	5	facs_215_tr_1739221509	P-5-facs_215_tr_1739221509	קרויזע מילער, לאה [לויפלאַנד]	מילער	מילער	AMBIGUOUS	low_margin			HUB-D2474|HUB-D2475|HUB-D2477|HUB-D3457|HUB-P-4-facs_662_tr_1755029947|HUB-D2152	מילער, בוזי|מילער הערי [הערש מאָלעטץ]|מילער היימאַן (?)|מילער דזשעימז אַלבערט|דזשוליוס און בערטאָ מילער|קרויזע מילער, לאה [לויפלאַנד]	0.3|0.3|0.3|0.3|0.3|0.05	0	gender:male|gender-mismatch	HUB-D2152		איר צווייטער נאָמען מילער שטאַמט אַ פּנים פֿון איר ערשטער הייראָט מיט אַ פּריוואַט-פּערזאָן מילער
M-Volume_4IIIorg-NOXID-מינאַ (יאָווילער)-000	4	facs_79_tr_1753938272	P-4-facs_79_tr_1753938272	רויך, יעטאָ	מינא	מינאַ (יאָווילער)	RESOLVED	unique_candidate	HUB-P-4-facs_656_tr_1755029862	מינאַ האָפמאַן	HUB-P-4-facs_656_tr_1755029862	מינאַ האָפמאַן	0.3	0	gender:female|year:1917			איר טאָכטער מינאַ (יאָווילער), וועלכע האָט שטודירט אין ווינער קאָנסערוואַטאָריע און האָט דערנאָך געזונגען אין דער שיקאַגער אָפּערע, איז אין 1917 געשטאָרבן אין ניו יאָרק.
M-Volume5IIIorg-NOXID-מינדל (מאַניע)-001	5	facs_81_tr_1733059413	P-5-facs_81_tr_1733059413	גורמאַן, גדליה	מינדל	מינדל (מאַניע)	RESOLVED	unique_candidate	HUB-D3112	צוקערמאַן, מינדל [שנאַפּ]	HUB-D3112	צוקערמאַן, מינדל [שנאַפּ]	0.3	0	gender:female|year:1942	HUB-D3112	1	ג.'ס פרוי מינדל (מאַניע) איז אין אָנהייב 1942, אין דעפּאָרטאַציע, אומגעבראַכט געוואָרן אין שאַרגאָראָד, טראַנסניסטריא.
M-volume7IIIorg-NOXID-מינדל-000	7	facs_30_r_7	P-7-facs_30_r_7	צוקערמאַן, מינדל [שנאַפּ]	מינדל	מינדל	RESOLVED	unique_candidate	HUB-D3112	צוקערמאַן, מינדל [שנאַפּ]	HUB-D3112	צוקערמאַן, מינדל [שנאַפּ]	0.3	0	gender:female	HUB-D3112	1	לייזער צוקערמאַן האָלט, אַז (זיין שפּעטערדיקע פרוי) מינדל און גאָלדיצע זיינען געווען די ערשטע אַקטעריסעס
M-volume7IIIorg-NOXID-מינדל (מאַניע)-000	7	facs_41_r	P-7-facs_41_r	בעקער, ראָזאַ [זילבערט]	מינדל	מינדל (מאַניע)	RESOLVED	unique_candidate	HUB-D3112	צוקערמאַן, מינדל [שנאַפּ]	HUB-D3112	צוקערמאַן, מינדל [שנאַפּ]	0.3	0	gender:female	HUB-D3112	1	די באָבען וועלכע ערקלערט זיך פֿאַר דער מוטער פֿון קינד, מינדל (מאַניע)
M-volume_2IIIorg-NOXID-מינדלין-002	2	facs_153_tr_1744279063	P-2-facs_153_tr_1744279063	לימאָן, בּיניאַמין	מינדלין	מינדלין	RESOLVED	unique_candidate	HUB-D3112	צוקערמאַן, מינדל [שנאַפּ]	HUB-D3112	צוקערמאַן, מינדל [שנאַפּ]	0.05	0	gender:male|year:1920|gender-mismatch	HUB-D3112	1	גייט איבער אין מינדליןס טרופּע, וועלכע שפּילט אַן ערנסטן רעפּערטואר.
M-volume_2IIIorg-NOXID-מינדלין-001	2	facs_50_tr_1744131407	P-2-facs_50_tr_1744131407	וויטעבּסקער סטוּדיע.	מינדלין	מינדלין	RESOLVED	unique_candidate	HUB-D3112	צוקערמאַן, מינדל [שנאַפּ]	HUB-D3112	צוקערמאַן, מינדל [שנאַפּ]	0.05	0	gender:male|year:1919|gender-mismatch	HUB-D3112	1	אין יוּלי 1919 האָט די סטוּדיע, אוּנטער דער אָנפֿירוּנג פֿוּן מינדלין, זיך געעפֿנט מיט אַ פֿאָרשטעלוּנג אין שטאָט-טעאַטער.
M-volume6IIIorg-NOXID-מינדלין-000	6	facs_73_tr_1747746199	P-6-facs_73_tr_1747746199	ריבאַלסקי, מרדכי	מינדלין	מינדלין	RESOLVED	unique_candidate	HUB-D3112	צוקערמאַן, מינדל [שנאַפּ]	HUB-D3112	צוקערמאַן, מינדל [שנאַפּ]	0.05	0	gender:male|gender-mismatch	HUB-D3112	1	וועגן זיין שפּילן אין דער דאָזיקער טרופּע האָט ער דערציילט דעם שוישפּילער מינדלין
M-volume_1IIIorg-NOXID-מיניקע-000	1	facs_145_tr_1740521058	P-1-facs_145_tr_1740521058	גאָטליב, לעאָן [לייבוש אהרן]	מיניקע	מיניקע	RESOLVED	unique_candidate	HUB-D863	מיניקעס, חנן-יעקב	HUB-D863	מיניקעס, חנן-יעקב	0.3	0	gender:male	HUB-D863	1	דער פּראָלאָג איז געווען געדרוקט אין מיניקעס יוביליי-נומער 1920.
M-volume_1IIIorg-NOXID-מיניקעס-000	1	facs_94_tr_1740521158	P-1-facs_94_tr_1740521158	בוקשטיין, אַברהם	מיניקעס	מיניקעס	RESOLVED	unique_candidate	HUB-D863	מיניקעס, חנן-יעקב	HUB-D863	מיניקעס, חנן-יעקב	0.4	0	gender:male|year:1920|career-overlap	HUB-D863	1	פֿון ב.'ס ניט אויפֿגעפֿירטע פּיעסן איז אַ פֿראַמענט פֿון זיין דראָמע „אייזנאָנג“ אין „צאַקו“ געדרוקט אין „מיניקעס בלעטער“ (פּסח 1920)
M-volume_1IIIorg-NOXID-מינץ-000	1	facs_365_tr_1741260398	P-1-facs_365_tr_1741260398	ווייסמאַן, בעסי	מינץ	מינץ	RESOLVED	within_entry	HUB-D2488	מינץ, מייקעל (מיכאל)	HUB-D2488|HUB-D2487	מינץ, מייקעל (מיכאל)|מינץ, עליע [אליהו זאַץ]	0.95|0.3	0	gender:male|within-entry|co-mention	HUB-D2488	1	שפּעטער געשפּילט צו סעזאָנען אין ברוקלין ביי מינץ (אָ ברודער פֿון מייקל מינץ)
M-Volume5IIIorg-NOXID-מינצע-000	5	facs_334_tr_1739221282	P-5-facs_334_tr_1739221282	גאַכאַנסקי, אַברהם	מינצע	מינצע	RESOLVED	unique_candidate	HUB-D1718	גאָכאַנסקי, מרים (מינצע)	HUB-D1718	גאָכאַנסקי, מרים (מינצע)	0.3	0	gender:female|year:1918	HUB-D1718	1	בערך 1918 געקומען שפּילן אין טולטשין, וואו ער באַקענט דעם קלעזמערס טאָכטער מינצע.
M-Volume5IIIorg-NOXID-מינצע-001	5	facs_335_r	P-5-facs_335_r	זאַכאַראָוו, זכריה	מינצע	מינצע	RESOLVED	unique_candidate	HUB-D1718	גאָכאַנסקי, מרים (מינצע)	HUB-D1718	גאָכאַנסקי, מרים (מינצע)	0.3	0	gender:female	HUB-D1718	1	מינצע (אַברהמס פרוי)
M-Volume5IIIorg-NOXID-מינצע-002	5	facs_483_tr_1739222529	P-5-facs_483_tr_1739222529	גאָכאַנסקי, מרים (מינצע)	מינצע	מינצע	RESOLVED	unique_candidate	HUB-D1718	גאָכאַנסקי, מרים (מינצע)	HUB-D1718	גאָכאַנסקי, מרים (מינצע)	0.3	0	gender:female	HUB-D1718	1	
M-volume_1IIIorg-NOXID-מיראָן-000	1	facs_209_tr_1741260252	P-1-facs_209_tr_1741260252	גאָלובאַק, אַברהם	מיראן	מיראָן	RESOLVED	unique_candidate	HUB-D789	גאָלובאַק, מיראָן ע.	HUB-D789	גאָלובאַק, מיראָן ע.	0.4	0	gender:male|career-overlap	HUB-D789	1	אָריבערגעבראַכט קיין אָמעריקע ג.'ס צוויי ברידער לעאָן און מיראָן.
M-Volume_3IIIorg-NOXID-מירעלע-000	3	facs_272_tr_1755674151	P-3-facs_272_tr_1755674151	גרובער דזשעי(יהושע)	מירעלע	מירעלע	RESOLVED	unique_candidate	HUB-P-3-facs_345_r	גרובער מירעלע	HUB-P-3-facs_345_r	גרובער מירעלע	0.3	0	gender:female	HUB-P-3-facs_345_r	1	ג.'ס איינציקע טאָכטער, מירעלע, שפּילט אויף דער יידישער בינע.
M-Volume5IIIorg-NOXID-מירעלע-001	5	facs_75_tr_1733059379	P-5-facs_75_tr_1733059379	ליפּאָווסקי, סאַשאַ (שמחה)	מירעלע	מירעלע	RESOLVED	unique_candidate	HUB-P-3-facs_345_r	גרובער מירעלע	HUB-P-3-facs_345_r	גרובער מירעלע	0.3	0	gender:female	HUB-P-3-facs_345_r	1	צוויי קליינע טעכטערלעך צירעלע און מירעלע
M-volume_2IIIorg-NOXID-מישוראַד-000	2	facs_254_tr_1744280771	P-2-facs_254_tr_1744280771	מיגדאָלסקי, איגנאַצי (מיגדאַל)	מישוראד	מישוראַד	RESOLVED	unique_candidate	HUB-D2492	מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]	HUB-D2492	מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]	0.05	0	gender:male|gender-mismatch	HUB-D2492	1	אין די טרופּעס פֿון ראָטשטיין, מישוראַד.
M-volume_1IIIorg-NOXID-מישוראָט-005	1	facs_379_r_2	P-1-facs_379_r_2	וויעסיאָלאָיאָ, ליובאַ [שאָסקין]	מישוראט	מישוראָט	RESOLVED	scored	HUB-D2491	מישוראַט, מאיר [ראַטוּשניק]	HUB-D2491|HUB-D2490|HUB-D2492	מישוראַט, מאיר [ראַטוּשניק]|מישוּראַט, מאַקס (מאָטל)|מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]	0.7|0.4|0.05	0	gender:male|year:1912|fame-prior|career-overlap|gender-mismatch	HUB-D2491	1	אין 1912 דעביוטירט אין מישוראָטס גאַסטראָלירנדיקער יידישער טרופּע
M-volume_1IIIorg-NOXID-מישוראָט-000	1	facs_37_tr_1740520982	P-1-facs_37_tr_1740520982	אויערבאַך, בּאָריס [בן-ציון]	מישוראט	מישוראָט	RESOLVED	scored	HUB-D2491	מישוראַט, מאיר [ראַטוּשניק]	HUB-D2491|HUB-D2490|HUB-D2492	מישוראַט, מאיר [ראַטוּשניק]|מישוּראַט, מאַקס (מאָטל)|מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]	0.6|0.3|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2491	1	דערנאָך פֿאָרט ב. אין דער טרופּע פֿון מישוראָט
M-volume_1IIIorg-NOXID-מישוראָט-006	1	facs_380_r_2	P-1-facs_380_r_2	וויערניק, יצחק	מישוראט	מישוראָט	RESOLVED	scored	HUB-D2491	מישוראַט, מאיר [ראַטוּשניק]	HUB-D2491|HUB-D2490|HUB-D2492	מישוראַט, מאיר [ראַטוּשניק]|מישוּראַט, מאַקס (מאָטל)|מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]	0.7|0.4|0.05	0	gender:male|year:1912|fame-prior|career-overlap|gender-mismatch	HUB-D2491	1	אין 1912 מיט מישוראָטס טרופּע איבער בעסאַראָביע.
M-volume_1IIIorg-NOXID-מישוראָט-007	1	facs_392_tr_1739715078	P-1-facs_392_tr_1739715078	זאַסלאַווסקי, רודאָלף [ראובן-לייב]	מישוראט	מישוראָט	RESOLVED	scored	HUB-D2491	מישוראַט, מאיר [ראַטוּשניק]	HUB-D2491|HUB-D2492	מישוראַט, מאיר [ראַטוּשניק]|מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]	0.7|0.05	0	gender:male|year:1901|fame-prior|career-overlap|gender-mismatch	HUB-D2491	1	אין 1901 וועט ז. דורכן אַקטיאָר ליפּאָוועצקי אַריינגענומען אין דער יידישער טרופּע פֿון מישוראָט אין באָלטאָ
M-volume_1IIIorg-NOXID-מישוראָט-001	1	facs_50_tr_1740521042	P-1-facs_50_tr_1740521042	אַמאַסיאַ, אַלעקס [אלעקסאַנדער]	מישוראט	מישוראָט	RESOLVED	scored	HUB-D2491	מישוראַט, מאיר [ראַטוּשניק]	HUB-D2491|HUB-D2490|HUB-D2492	מישוראַט, מאיר [ראַטוּשניק]|מישוּראַט, מאַקס (מאָטל)|מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]	0.35|0.05|0.05	0	gender:unknown|fame-prior|gender-mismatch	HUB-D2491	1	און ווען עס קומט די נידישע טרופּע פֿון מישוראָט, גייט ער איבער צו איר און פֿאָרט מיט אין שטעטל בערעזאָווקע, ביי אָדעם
M-volume_1IIIorg-NOXID-מישוראָט-002	1	facs_58_tr_1740521154	P-1-facs_58_tr_1740521154	אָפּעלבוים מישאַ	מישוראט	מישוראָט	RESOLVED	scored	HUB-D2491	מישוראַט, מאיר [ראַטוּשניק]	HUB-D2491|HUB-D2490|HUB-D2492	מישוראַט, מאיר [ראַטוּשניק]|מישוּראַט, מאַקס (מאָטל)|מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]	0.6|0.3|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2491	1	מישוראָט אָנגאַזשירט אים אין זיין פּראָפעסיאנעלער טרופּע
M-volume_1IIIorg-NOXID-מישוראָט-003	1	facs_77_r_8	P-1-facs_77_r_8	באַנקאָוו, יאַנקעוו	מישוראט	מישוראָט	RESOLVED	scored	HUB-D2491	מישוראַט, מאיר [ראַטוּשניק]	HUB-D2491|HUB-D2490|HUB-D2492	מישוראַט, מאיר [ראַטוּשניק]|מישוּראַט, מאַקס (מאָטל)|מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]	0.6|0.3|0.05	0	gender:male|fame-prior|gender-mismatch	HUB-D2491	1	דערנאָך שפּילט ב. ביי בערנ שטיינען, קאָמפּאָנעיעץ, ציפּקוס, קאַמינסקי, מישוראָט און ראָפּעל.
